NGO_name,CCReg,Contact_no,Contact,Address,longitude,latitude
THE EAST WEST FOUNDATION OF INDIA,2503,27501200 ,J. Usha ,"Kamala Avenue, Alamparai Beach Road, Kadapakkam, Cheyyur, Kancheepuram, Tamil Nadu  603304",79.98772,12.28236
The Family Planning Association of India,543,"40863101 , 40863170 ",Tushar Deshmukh ,"Bajaj Bhawan, Nariman Point , Mumbai , Maharashtra 400021",72.82262,18.92617
The Fathers House,12110,"9820634308 , 9867351968 ",Urvashi Solomon ,"RNA Classic, North Avenue, Santacruz West, Mumbai, Maharashtra 400054",72.83253,19.07872
The Ganga Foundation,12127,9503070230 ,Imran Khan ,"18th Street Chowdhry Nagar, Valasaravakkam Chennai, Tiruvallur, Tamil Nadu 600087",80.18011,13.03661
THE GOOD SAM FOUNDATION,12201,9886030809 ,Nelly Prichard ,"Elegant Spencer, Spencer Road, Frazer Town , Bengaluru, Karnataka 560005",77.61132,12.9954
The Gurukulians Foundation,11648,"9930991983 , 7977291484 ",Pooja Singh ,"Shri Siddhrameshwar Chhaya, Sector 20, PNB Bank , Navi Mumbai, Thane, Maharashtra 400706",73.01718,19.0359
The Hope House,1076,"2244816 , 9629471920 ",Suresh Chockalingam ,"Shanthinagar, Karigiri Hospital, Vellore, Tamil Nadu 632106",79.20225,12.98722
THE HOPING FOUNDATION,12972,9419134404 ,,"Shant Nagar, Post Office Old Janipur, Jammu, Jammu and Kashmir 180007",74.84996,32.7614
"THE INTEGRATED RURAL DEVELOPMENT OF
WEAKER SECTIONS IN INDIA",10427,2520128 ,,"Revathi Hills, Seetammadhara, Visakhapatnam, Andhra Pradesh 530013",83.31237,17.74228
The Kala Chaupal Trust,11698,9999880758 ,,"Uniworld city , Sector 31, Gurugram , Haryana 122001",77.04051,28.47017
THE MUNEER SOCIAL WELFARE SOCIETY,11713,40041441 ,,"West Patel Nagar, Central Delhi 110008",77.17723,28.64397
The National Association of Disabled's Enterprises,4255,"25779600 , 25779600 ",K.N.Radhakrishnan Nair ,"Kannamwar Municipal Marathi School, Kammamwar Nagar I, Vikhroli East, Mumbai, Maharashtra 400083",72.93534,19.11704
The NAZ Foundation (India) Trust,496,"9810158829 , 41325042 ",Poonam Malhotra ,East of Kailash New Delhi 110065,77.25086,28.55784
The Organization for Development of People,12713,2494195 ,Mini Johnson ,"Bannimantap B Layout, Mysuru-Bengaluru Highway, Mysuru, Karnataka 570015",76.65113,12.33809
The Richmond Fellowship Society (India),798,"26575389 , 26575389 ",Shekhar Seshadri (Dr) ,"7th Main, Jayanagar II Block, Bengaluru, Karnataka 560011",77.57968,12.91344
The Sacred Heart Brothers,7114,9916602755 ,,"BIRDS Campus, Geddalahalli, Kothanur, Kothanuur Main Road, Bengaluru, Karnataka 560077",77.64662,13.0484
The Saraswathi Shanmugam Public Charitable Trust,1213,"241100 , 241325 ",R.Latha ,"CC Road, Kalasapakkam, Tiruvannamalai, Tamil Nadu 606751",79.11195,12.44197
The Satkaarya Trust,7774,"26642033 , 26642033 ",MR.RAGHLAND DANIEL SAMUEL ,"CHENGALVARAYAN STREET, SHENOY NAGAR, Chennai, Tamil Nadu 600030",80.2293,13.0751
The Sirri Saqti Foundation,8141,8100051555 ,Zulfikar Ali NIyazi ,"Rajmohan Street, Nakhoda Mosque, Kolkata, West Bengal 700073",88.35684,22.57795
The Society for Door Step School,273,"23826343 , 9821058655 ",Shrutika Bhosale ,"Jagannath Shankarsheth Municipality School, Grant Road, Nana Chowk , Mumbai , Maharashtra 400007",72.81362,18.9626
The Vigil,1164,"2303223 , 2303223 ",Sarita Devi ,"Sehgal Path, New Area Jakkanpur, Mithapur , Patna, Bihar 800001",85.13306,25.59765
"THE WISHING FACTORY, VADODARA",11428,8657391068 ,Nachiket Shah ,"Ashirvad Society , Tube Company, Old Padra Road , Vadodara, Gujarat 390020",73.16444,22.28972
The Young Citizen of India Charitable Trust,6993,9825438600 ,,"Vitthalpark Society, Urban Bank, Malgodawn Road, Mehsana , Gujarat 384002",72.38547,23.60996
THRISSUR ORTHOPAEDIC CHARITABLE FOUNDATION,12279,9447739768 ,Vinesh Senan ,"Souparnika , Valiyalukal , Kanimangalam, Thrissur , Kerala 680027",76.21009,10.48754
THRIVE FOUNDATION,10739,9940360637 ,,"Saravanalayam, Sivaswamy Road, Mylapore, Chennai, Tamil Nadu 600004",80.26706,13.0411
TINKU MEMORIAL TRUST,8901,"8980838888 , 9825055221 ",Nilesh Raichura ,"Hotel Ekta, Bharat Petrol Pump, National Highway 8, Khadki, Valsad, Gujarat 396185",72.92964,20.45039
TOMORROW'S FOUNDATION,4782,"34431520 , 24431520 ",Mr. Nazim ,"Hossenpur, KMC WARD, Kolkata, West Bengal 700107",88.40259,22.51493
TOOLBOX INDIA FOUNDATION,3303,9819254509 ,,"Peninsula Towers, Peninsula Corp Park, GK Marg, Lower Parel, Mumbai , Maharashtra 400013",72.83628,19.00745
Transcendent Knowledge Society,11376,9830345212 ,,"Karunamoyee Ghat Road , Kolkata, West Bengal 700082",88.33387,22.48538
Travancore Education Trust,10842,"9446322728 , 9446382728 ",Sandhya P R ,"Travancore National School, Msp Nagar, Vijayamohini Mill, Vattavila, Poojapura Trivandrum , Thiruvananthapuram, Kerala 695006",76.98695,8.50313
TRIBAL FOUNDATION,11121,9441189436 ,Sandeep Kumr Naik N ,"Raghavanagar Colony, Meerpet, Balapur, Rangareddy , Telangana 500097",78.53312,17.32216
TRISHLA FOUNDATION,9233,"9415235159 , 2468989 ",,"Tagore Town , colonel ganj inter college, Allahabad, Uttar Pradesh 211002",81.86333,25.45579
Tropical Health Foundation of India,148,"224817 , 8547279419 ",SUDHISH VASU C ,"Government Girl's High School , Arthat, Guruvayoor Road , Kunnamkulam , Thrissur, Kerala 680503",76.07119,10.65934
TRUST FOR PEOPLE'S CARE,12213,9994242791 ,,"Treasury colony, oddanchatram, Dindigul , Tamil Nadu 624619",77.74209,10.48715
TRUTH CHARITABLE TRUST,12141,8885474222 ,,"Gandhi Nagar, Vuda Colony, Pedagantyada Visakhapatnam, Andhra Pradesh 530044",83.19341,17.67332
Try,10797,"9386898565 , 2270685 ",,"Patliputra Colony , Patna, Bihar 800013",85.11047,25.62926
"TULJABHAVANI BAHUUDDESHIYA SHIKSHAN
PRASARAK MANDAL",7939,9028771010 ,,"Sai Mandir, Pimpalgaon Gadhe, Pimpalgaon Parli Vaijnath, Beed, Maharashtra 431530",76.43203,18.93964
Tulsi Trust,11173,22842006 ,Shrinivas Sawant ,"Mittal Towers, Nariman Point, Mumbai, Maharashtra 400021",72.82375,18.92484
U&I Trust,3416,"9886191810 , 7022386750 ",Satish Manchikanti ,"Gover Road, Cox town , Bengaluru, Karnataka 560005",77.61959,12.99767
Uchch Jeevan Prashikshan Sansthan,9701,9412307242 ,Dr. Navneet Arora ,"22 Civil Lines, Roorkee, Haridwar, Uttarakhand 247667",77.88989,29.87078
UDGAM BAHU-UDDESHIYA SANSTHA AASHTI,11178,9890634635 ,,"Ashti , Wardha, Maharashtra 442202",78.17731,21.26309
UDICHI FOUNDATION,12249,4107653 ,NEERAJ KUMAR TIWARI ,"WAVE SILVER TOWER, SECTOR 18 , NOIDA, Gautam Buddha Nagar, Uttar Pradesh 201301",77.32481,28.57182
Udyajit Foundation,11227,9668879964 ,,"Nayagarh, Odisha 752079",85.21334,20.07995
UDYAMA,2651,"2475656 , 9437110892 ",Mr.Pradeep Mahapatra ,"Kalinga Vihar, Kalingavihar, Bhubaneswar , Khordha , Odisha 751019",85.75724,20.241
UGAM EDUCATION FOUNDATION,8552,9867719063 ,,"Crescent Heights, VN Naik Marg , Mumbai, Maharashtra 400036",72.81212,18.9666
Umang Charitable Trust,3522,28985116 ,Meghana Gurav ,"Vamanashram, Dr. Girija P. Heble Marg, Kalpana Chawla Chowk , Haridas Nagar, Borivali West, Mumbai , Maharashtra 400092",72.84789,19.22031
UMED HEALTH CARE SOCIETY,12123,"9811786517 , 8826682267 ",,"Savitri Nagar, Malviyanagar, South Delhi 110017",77.2087,28.5343
UMEED SOCIAL & ECONOMIC DEVELOPMENT,12274,9676217868 ,,"Susuwahi, Varanasi Uttar Pradesh 221005",82.9744,25.26294
"UNDER PRIVILEGED ADVANCEMENT BY YOUTH
SOCIETY BHANDARA",7065,8275045097 ,Vinay Choudhary ,"Hiwari Layout , Wardhman Nagar , Nagpur, Maharashtra 440008",79.13513,21.14814
Under The Mango Tree Society,1717,49731965 ,Marusha Fernandes ,"Tardeo AC Market Building, Tardeo Road, , Mumbai Central, Maharashtra 400034",72.81451,18.97293
United Artists Association,2299,"9861529735 , 6371749182 ",,"Roula Street, Ganjam , Odisha 761026",84.98754,19.42748
UNITED FOR HOPE,10717,1723920300 ,,"Tirmasahun , Kushinagar, Uttar Pradesh 274302",84.07248,26.74761
UNITED GOSPEL MISSION,2629,"9650480866 , 41665394 ",Reji ,"Tarabhavan, Lodosarai, New Delhi , South Delhi 110030",77.16102,28.49324
UNITED REFORMERS ORGANIZATION,2300,"9300381061 , 4225504 ",WAJHAD ,"URO Road, Prince Colony Lower Idgah Hills , Shahjahanabad , Bhopal, Madhya Pradesh 462001",77.39616,23.27
UNITED WORLD FOUNDATION,12001,8460309145 ,,"Diamond Estate, Varachha Road, Surat , Gujarat 395006",72.89869,21.22969
"UPKAR CHARITABLE WELFARE AND EDUCATIONAL
SOCIETY",8990,"9934428017 , 9473336838 ",,"Dhobahi, Sheohar, Bihar 843329",85.31918,26.39732
"Urmul Rural Health Research and Development
Trust",5152,"2523093 , 9414137093 ",Prerna Agarwal ,"Urmul Bhawan , Roadways Bus stand , Bikaner Rajasthan 334001",73.31978,28.03
Urmul Seemant Samiti,12797,"9052723464 , 8094019610 ",Sunil Lahiri ,"Sunil Lahiri , Bajju , Bikaner , Rajasthan 334305",72.26611,27.99721
UTKAL NEEDS,12052,8908888978 ,Mr Santosh kumar Panda ,"Sidhi Sai Apartment , Puri Cenal Road hanspal , Bhubaneswar , Cuttack , Odisha 752101",85.88327,20.32635
"UTKARSH SIKCHHAN PRASIKCHHAN SEWA
SANSTHAN",5411,9044428415 ,MR SATYENDRA RAI ,"Civil Lines , sadar, Azamgarh , Uttar Pradesh 276001",83.17666,26.05541
Uttar Pradesh Voluntary Action Network,1566,"9415301731 , 9415104818 ",,"Raitha Road, Chhatha Meal, Police Fire Station , Sitapur Road, Lucknow, Uttar Pradesh 226201",80.91982,26.9876
"Uttarakhand Association for Positive People Living
With HIV/AIDS",5596,"8272084880 , 8909935218 ",Pawan Bhardwaj ,"Sarthi Vihar, Yahama Showroom , Rispnapull Haridwar Raod , Dehradun, Uttarakhand 248001",78.02993,30.31339
UVA JAGRITI SANSTHAN,6143,"232021 , 9950414310 ",,"BANSUR , Alwar, Rajasthan 301402",76.37625,27.70893
V- ONE SOCIETY,8774,"2791621 , 2791621 ",Arvind Rathod ,"Bhumij Complex, Rangoli Restaurant, Fatehgunj, Vadodara , Gujarat 390002",73.18796,22.31975
"VAAGDHARA Voluntary Association of Agricultural General Development, Health and Reconstruction
Alliance",5726,9414082643 ,Mr. Sudeep Sharma ,"Kupda , Banswara, Rajasthan 327001",74.55061,23.49536
"Vaani, Deaf Children's Foundation",502,"22892705 , 22892705 ",Kusuma TV ,"2A Cross, 8th Main HRBR 1st Block , Kalyan Nagar, Bengaluru, Karnataka 560043",77.64502,13.02153
VAGAD VIKAS SANSTHAN,9903,"9414103139 , 9414103139 ",Jayshree Rawal ,"Ashirwad Building, Rati Talai, Nema Dharamshala, , Banswara, Rajasthan 327001",74.55061,23.49536
VAHINI DEVELOPMENT SOCIETY,2716,"230222 , 9449569022 ",,"Conniee School, M J Nagar 12th Cross, Hospet, Bellary, Karnataka 583203",76.44708,15.2801
Vasantham Pengal Sangam VPS,1371,9842342494 ,,"Abarna Complex, Edumalai Road, Mannachanallur , Tiruchirappalli, Tamil Nadu 621005",78.70163,10.91831
Vasundara Charitable Trust,7113,"27810774 , 7095644330 ",,"Soma Sundaram Street, Secunderabad , Hyderabad, Telangana 500003",78.49318,17.43845
VASUNDHARI SOCIETY FOR SOCIAL ACTION,10697,9818512708 ,,"DDA Flats, Sarita Vihar, South Delhi 110076",77.29224,28.53421
Vatsalya Trust Mumbai,815,"25782958 , 25784810 ",GIRISH KULKARNI ,"Police Station, Kanjurmarg East , Mumbai, Maharashtra 400042",72.93805,19.13347
Vedic Yoga Trust,11547,8755196191 ,,"Neelkanth Road, Vedic Yoga Centre , Laxman Jhula, Rishikesh, Pauri Garhwal, Uttarakhand 249302",78.34651,30.12938
VERUSCHKA FOUNDATION,9572,"9769074824 , 9833025477 ",Rohan Dias ,"Lok Bharati CHSL, Marol Maroshi Road, Marol, ICICI Bank, Andheri East, Mumbai, Maharashtra 400059",72.87832,19.12007
Vichar Darshan Social Development Foundation,9570,"9324324200 , 9594462753 ",,"Sapta Ratna Towers, R block, Sunder Nagar, Malad west, Mumbai, Maharashtra 400064",72.84408,19.17499
VICHARTA SAMUDAY SAMARTHAN MANCH,8207,"26860378 , 26860379 ",,"Harikutir, Sadvichar Parivar Campus, Satellite Road, Ramdevnagar Ahmedabad , Gujarat 380015",72.51255,23.02757
VIDYADAAN TRUST,7997,9843547794 ,C.L.Mohan Naarayan ,"Narayana Guru Road, Saibaba Colony, Coimbatore, Tamil Nadu 641011",76.94824,11.02585
Vidyanagar Nature Club,1197,"9898142170 , 9662042170 ",Payal Patel ,"Shriji Niwas, Radha Darshan , Union Bank , Vallabh Vidyanagar , Anand , Gujarat 388120",72.92635,22.55564
Vidyanikethan,1372,"41487965 , 41487965 ",Dr M Nagaraj ,"Jaraganahalli , 6th Phase, JP Nagar, Bengaluru, Karnataka 560078",77.57334,12.90643
Vidyarambam Trust,508,"52132900 , 24465377 ",Viji Srinivasan ,"First Main Road, Kasturba Nagar, Adyar, Chennai, Tamil Nadu 600020",80.25156,13.00689
Vijay Foundation Trust (Association),6159,8562247106 ,,"Municipal Stadium, YSR District, Cuddapah, Andhra Pradesh 516001",78.83065,14.46648
Vijoriya Foundation,8969,9414186410 ,Himmat Singh Vijoriya ,"Vijoriya Bhawan , Shri Mahaveer, Jaipur , Rajasthan 322220",76.92425,26.65489
"VIKALP, Ahmedabad",1102,"26822000 , 9824385725 ",,"Anand Tenaments , Vejalpur, Ahmedabad , Gujarat 380051",72.51679,23.00629
Vikas Krutti Sanshodan Kendra,10170,9970527762 ,,"Jadhav Niwas, Keshav Nagar West, Phularies house, Latur , Maharashtra 413512",76.58004,18.39696
Vikas Sahyog Pratishthan,1643,9869250410 ,Ms. Sneha Dwivedi ,"Unnat Nagar, Mahatma Gandhi Road, Hotel Shabari , Goregaon West, Mumbai, Maharashtra  400104",72.83622,19.16347
Vikash,561,"2548306 , 2549187 ",Soumya Prakash Dalua ,"Industrial Estate, Rasulgarh , Bhubaneswar , Khordha , Odisha 751010",85.85501,20.29245
"VIKASH, GANJAM",10621,9583689757 ,,"Ram Nagar 1st Lane,Berhampur, Purushottampur, Brahmapur , Ganjam , Odisha 761018",84.87864,19.49587
"VIKRAMA SIMHAPURI SOCIAL WORKERS
ASSOCIATION",11952,9642009752 ,,"Gandhi Nagar Road, Vinayaka Temple Vedayapalem, Nellore, Andhra Pradesh  524004 ",79.94823,14.41146
Village Development Centre,512,"2561061 , 9842535088 ",R.Indirani ,"6TH STREET, GANDHINAGAR, Tiruchirappalli , Tamil Nadu  621005 ",78.67626,10.77516
VIMUKTI,8746,23210194 ,VaibhaV ,"ISEC Road, Nagarbhavi Post , Bengaluru Urban , Karnataka  560072 ",77.51328,12.95733
Vimukti AIDS Thadegattuva Mahila Sangha,12724,9886649520 ,,"Family Planning Association Of India , New Ksrtc Bus Stand , Ballari , Karnataka  583101 ",76.91849,15.13818
Vimukti Sanstha,5199,"8058799708 , 8058799987 ",Prachi jain ,"Vimukti Girls School, C-40, Lajpat Marg, C-Scheme, Jaipur , Rajasthan  302001 ",75.80794,26.91106
VINAYAGA TRUST,10271,9445661506 ,T K P Asokan ,"Vaikkam Veerar Street , Chennai , Kancheepuram , Tamil Nadu  600059 ",80.1338,12.93221
Vishva kalyan Society,3427,"9375510101 , 252722 ",Dhaval D Parikh ,"Atmavallabh Hospital Campus , Idar , Sabarkantha , Gujarat  383430 ",73.00189,23.82829
Vishvodayaa Trust,1218,"22470058 , 9444408116 ",Ananthakrishnan Parthasarathy ,"Baalyaa House , I Cross Street,Madipakkam , Chennai, Tamil Nadu  600091 ",80.19853,12.96165
VISION A RURAL DEVELOPMENT SOCIETY,1666,"233151 , 9908523753 ",,"SDPT Road , Ramayampet , Medak , Telangana  502101 ",78.43719,18.11725
VISION FOUNDATION,12130,"9842106706 , 7010737896 ",R. Selvarani ,"M.G.R. Nagar, Govt. boys kallar hostel , Usilampatti , Madurai , Tamil Nadu  625532 ",77.78299,9.95268
"Visionaries of Creative Action for Liberation and
Progress",306,9437578487 ,,"Nishant Niketan, Dharmpur, Ganjam , Odisha  761002 ",84.89002,19.27283
VISWA YUVA KENDRA,4173,9437191043 ,,"Baninali , Luhamunda ,  Angul , Odisha  759127 ",84.70237,20.99922
Vivekananda Yuva Kendra,5235,"222211 , 9760188282 ",,"Vivekananda Yuva Kendra , Post Office Joshimath , Chamoli , Uttarakhand  246443 ",79.66528,30.72559
VKS Sharanya Welfare Society,6607,"9769228347 , 23322275 ",Ganesh ,",raj yog building, lokhandwala , andheri west ,Mumbai , Maharashtra  400053 ",72.82497,19.14321
VOCATIO CAREER EDUCATION COUNCIL,9025,9703298292 ,,"Road 10, Banjara Hills , Hyderabad , Hyderabad , Telangana  500034 ",78.44367,17.41605
"VOICE FOR THE OPPRESSED THROUGH INTEGRATED
COMMUNITY EMANCIPATION",11089,9443143380 ,Jill Hinckley ,"Thathachariyar residency , Mambalasalai , Tiruchirappalli , Tamil Nadu  620005 ",78.72551,10.85239
VOLUNTARY ASSOCIATION FOR SOCIAL UPLIFTMENT,12195,9435147695 ,Shabnam Mohan Raj ,"Subham Enclave, , Lakhiminagar Path, Hatigaon, , Guwahati , Kamrup Metropolitan , Assam  781038 ",91.7819,26.13919
Voluntary Health Association of Tripura,517,"9436129317 , 2322849 ",,"Circuit House Area, P.O. Kunjaban ,Agartala , West Tripura , Tripura  799006 ",91.28796,23.86184
VOLUNTARY INSTITUTE FOR RURAL DEVELOPMENT,4927,9438850416 ,,"Hakimapada, Angul , Odisha  759143 ",85.05644,20.87884
Vrutti,8894,"23419616 , 9344410890 ",Johnson Thangaraj ,"Raghavendra Nilaya, AECS Layout, Ashwathnagar, , Bengaluru  , Karnataka  560094 ",77.5791,13.02537
Waste Warriors Society,10444,"9866383029 , 9568768167 ",Chirag Mahajan ,"Shivam Vihar, Jakhan , Rajpur Rd. , Dehradun , Uttarakhand  248001 ",78.07186,30.36708
"Watershed Association for Training Employment and
Resource utilisation (WATER)",1949,"25316545 , 9910827003 ",Anirudha Kumar ,"Goela Vihar, Nazafgarh,  New Delhi , Delhi  110071 ",76.98689,28.60519
WE 4 YOU CHARITABLE TRUST,12026,9853337095 ,Nihar Ranjan Das ,"Kalinga nagar, Ghatikia , bhubaneswar , Khordha , Odisha  751029 ",85.75958,20.26727
WELDON TRUST,7299,"9791717331 , 257331 ",,"Gowtham Nagar , Srinivasa Mahal , Salamedu , Viluppuram , Tamil Nadu  605401 ",79.45563,11.89118
White Swan Foundation,10781,9844013849 ,Manoj Chandran ,"7th Main, 37th Cross, Jayanagar 5th Block , Bangalore ,, Karnataka  560041 ",77.58644,12.91895
Win Over Cancer,10966,9958984008 ,Kavita Gupta ,"Ashoka Enclave II Sector 37, Faridabad , Haryana  121003 ",77.3152,28.47521
Wise Men Civic Welfare Association,1023,9000994894 ,,"Kothaveedhi , Narsipatnam, Visakhapatnam , Andhra Pradesh 531116",82.62258,17.63702
WISHES AND BLESSINGS,10054,"49123746 , 9873422455 ",Naina Chauhan ,"Panchshila Park , South Delhi 110017 ",77.21973,28.54401
Women & Child Welfare Society,4215,"2414810 , 9337252333 ",,"Gamhandia New Colony , Buxi Bazar Cuttack , Odisha  753001",85.88134,20.46878
WOMEN & ENVIRONMENT DEVELOPMENT SOCIETY,12709,9483066631 ,Satish Kumar Talwar ,"Ramanjaneya Nilaya Kolagal Road 2nd Cross Indira Nagar Bellary , V N Habib House, Syndicate Bank Koppal , Bellary Karnataka  583104",76.91475,15.1444
Women and Child Development Society,10435,9443150426 ,A. Tamilselvan ,"Thoppur, Tirunelveli , Tamil Nadu  627107",77.47583,8.52095
WOMEN WORK & HEALTH INITIATIVE,12591,"9873132336 , 9910057172 ",,"DDA flats, Kalkaji, New Delhi , South West Delhi , 110019",77.25538,28.52848
"Women, Media & News Trust",6463,"46012574 , 46012574 ",Disha Mullick ,"Adhchini , Professional Touch Beauty Parlour , New Delhi 110017",77.21382,28.53237
"Women's Organisation for Socio-Cultural Awareness
(WOSCA)",2531,"253490 , 253490 ",,"WOSCA, Mandua, Keonjhar , Odisha 758074",85.62621,21.62916
World Health Partners,849,"66500700 , 66500738 ",Vinod Sharma ,"Greater Kailash Enclave II , Masjid Moth , South Delhi 110048",77.23892,28.54533
"WORLD HUMAN TOUCH FOUNDATION Jammu,
Kashmir and Ladakh",12008,9596168543 ,FAYAZ AHMAD RATHER (SAIFU) ,"Mehripora , Manigam , Lar , Ganderbal , Jammu and Kashmir 191201",74.82032,34.2652
World Wide Fund For Nature - India,5926,"41504815 , 8826933605 ",Shruti Dwivedi ,Lodhi Estate South Delhi 110003,77.22337,28.59668
Y. R. Gaitonde Medical Educational and Research Foundation,244,"39106664 , 9840079001 ",AK Ganesh ,"Rajiv Gandhi Salai, Taramani , Chennai , Tamil Nadu  600113",80.2528,12.98177
Y4D Foundation,8611,8282828811 ,Bijesh Dwiwedy ,"The Onyx, Euro School, Wakad , PUNE , Maharashtra  411057",73.76968,18.59877
YANADI EDUCATION SOCIETY,11805,9848135402 ,,"Srinagar 8th lane , Guntur , Andhra Pradesh  522002",80.4396,16.30426
YASHODHAN CHARITABLE TRUST,9921,9922424236 ,,"Mhalar Peth Satara , Head Cortar , Satara , Maharashtra 415002",73.9578,17.68829
YASHVI CHARITABLE TRUST,11431,8849184311 ,,"Sitapura , Chansma , Patan , Gujarat  384225",72.27205,23.64001
Yashwant Shikshan Sanstha,7556,9922776592 ,,"kshetra Mahuli , Satara , Maharashtra  415003",74.05847,17.69074
"Yoddhas, Indians Fighting Against Cancer",8216,"9999110600 , 9560532925 ",,"Air India Apartment NSIT College Sector 3, Dwarka, South West Delhi 110078",77.03134,28.60228
YOGA AMIRTHAM CHARITABLE TRUST,9774,9487518808 ,,"Ramuni nagar, Karisalkulum , Vilangudi , Madurai , Tamil Nadu 625018",78.0885,9.94999
Yoganjali Kelvani Mandal,6962,"225503 , 224707 ",Ms.Jigna Dave ,"Dethali Road, , Siddhpur , Patan , Gujarat  384151",72.36365,23.92492
Yogi Kelvani Mandal,1320,9879642052 ,Srusti ,"Shreenath Row House ,Pavansut society, TB Road, Mehsana, Gujarat  384002",72.38547,23.60996
Young Mens Christian Association of Gandhidham,6744,"225399 , 225399 ",,"Udhaynagar , IFFCO , Gandhidham , Kachchh , Gujarat  370201",70.1324,23.07531
Your Turn Now Trust,10811,9821366660 ,,"Kirti Mahal , Sir Bhalchandra Road, Podar College , Matunga , Mumbai , Maharashtra  400019",72.85141,19.02436
Youth Efforts for Society Trust,7321,9741271793 ,,"KEB Colony udayagiri, Mysuru , Karnataka  570019",76.6772,12.32803
YOUTH FOR ACTION AND RESEARCH (YAR),5946,0917860619 ,Haridas Patel ,"PADMAPUR BADI , KHARIAR , Nuapada , Odisha 766107",82.75411,20.31859
Youth for Seva,5127,7259958595 ,Volunteering Manager ,"4th Cross, 2nd Main, Soudamini Layout, Konanakunte, Bengaluru, Karnataka  560062",77.56565,12.88252
